street,house_number,BEZ,HA_NAME,BAUJAHR,ARCHITEKT,GESCH_ANZ,L_NUTZUNG,L_BAUTYP,L_BAUJ,SHAPE
Rennweg,31.0,3,"Sacre-Coeur, Schule und Verwaltung",,,4.0,öffentliche Einrichtung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1860-1883,POINT (16.385281368519564 48.19520248215104)
Strebersdorfer Straße,164.0,21,,,,1.0,Wohnnutzung,Keine Angabe,nach 1945,POINT (16.39099484165283 48.294920758190116)
Amtsstraße,14.0,21,,,,2.0,betriebliche Nutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,vor 1848,POINT (16.407119131183578 48.27821678970502)
Währinger Gürtel,95.0,18,,,,4.0,Wohnnutzung,W3.7.-Mieth.s.d.Gründerzeit-Eckhaus,1848 -1918,POINT (16.34906507841477 48.22595817855298)
Koloniestraße,42.0,21,sogen. Nordwestbahnhofkolonie,1873.0,Frey Rudolf,0.0,keine Angabe,Keine Angabe,1860-1883,POINT (16.395583963949907 48.27088719741269)
Neubaugürtel,30.0,7,,,,5.0,Wohnnutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,1848 -1918,POINT (16.338632877119526 48.19982954928589)
Novaragasse,8.0,2,,,,6.0,Wohnnutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,1848 -1918,POINT (16.38202957040541 48.219432914139674)
Preindlgasse,32.0,13,,,,4.0,Wohnnutzung,W4.1.-soz.u.gemeinn.Wohnb.-Baulückenbebauungen,nach 1945,POINT (16.278203101084067 48.190293567375825)
Laimgrubengasse,27.0,6,,1909.0,Richard Sädtler,6.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1884-1918,POINT (16.35892751555926 48.19963108416274)
Spiegelgasse,19.0,1,Zum Heiducken,1901.0,Bach Theodor Karl und Simony Leopold,6.0,betriebliche Nutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1884-1918,POINT (16.36961253933359 48.20636421703049)
Rosasgasse,12.0,12,,,,4.0,Wohnnutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,1848 -1918,POINT (16.325048263473192 48.18174497067116)
Dürwaringstraße,63.0,18,,1908.0,H. Balzer,3.0,Wohnnutzung,"W5.2.-freist.1-,2-u.Mehrfamilienh.-freistehende Villen",1884-1918,POINT (16.312820101260055 48.2337847518339)
Schillgasse,15.0,21,,,,3.0,Wohnnutzung,W4.1.-soz.u.gemeinn.Wohnb.-Baulückenbebauungen,nach 1945,POINT (16.38663441756906 48.26648178716902)
Wiener Gasse,16.0,21,,,,1.0,Wohnnutzung,"W5.2.-freist.1-,2-u.Mehrfamilienh.-freistehende Villen",nach 1945,POINT (16.389182970750966 48.26825201590626)
Pilgerimgasse,22.0,15,"""HEIMHOF"" (Einküchenhaus)",1925.0,"Otto Polak-Hellwig, Carl Witzmann",4.0,Wohnnutzung,W4.2.-soz.u.gemeinn.Wohnb.-Hofbebauungen/Superblocks,1919-1945,POINT (16.319669116347114 48.200246583082674)
Märzstraße,42.0,15,,,,3.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.329575347155693 48.19877664154783)
Anschützgasse,22.0,15,,,,3.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.323593667338233 48.18827482474167)
Missindorfstraße,15.0,14,,,,2.0,betriebliche Nutzung,12.-Gewerbebetriebe,nach 1945,POINT (16.305913461422808 48.19536118235835)
Weißgasse,26.0,17,,,,2.0,Wohnnutzung,W3.7.-Mieth.s.d.Gründerzeit-Eckhaus,1848 -1918,POINT (16.328299995646592 48.215349810480426)
Steudelgasse,37.0,10,,,,0.0,Wohnnutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,nach 1945,POINT (16.383567663371913 48.17212632036233)
Margaretengürtel,68.0,5,,,,6.0,Wohnnutzung,W4.3.-soz.u.gemeinn.Wohnb.-Siedlungen in Zeilenbauweise,nach 1945,POINT (16.35633565233655 48.180394020980266)
Ettenreichgasse,16.0,10,,,,0.0,Wohnnutzung,Keine Angabe,1848 -1918,POINT (16.37619247556088 48.17169142430569)
Sandgasse,13.0,19,,,,3.0,Wohnnutzung,"W5.1.-freist.1-,2-u.Mehrfamilienh.-Villen in Randbebauung",1919 - 1945,POINT (16.345749467142323 48.25558757754514)
Schumanngasse,86.0,17,,,,3.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.33233773801617 48.22388195534463)
Fünfhausgasse,16.0,15,,,,4.0,Wohnnutzung,W4.1.-soz.u.gemeinn.Wohnb.-Baulückenbebauungen,nach 1945,POINT (16.334773537447333 48.19062453728261)
Abt-Karl-Gasse,16.0,18,,,,3.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.340211737380187 48.224862743292384)
Toßgasse,13.0,15,,,,3.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.32778022848762 48.1926977247084)
Röntgengasse,90.0,17,,,,2.0,Wohnnutzung,"W4.4.-soz.u.gemeinn.Wohnb.-Siedlungen,1-,2-u.Mehrfamilienh.",1919 - 1945,POINT (16.283408772969754 48.22626202980184)
Leegasse,8.0,14,,,,5.0,Wohnnutzung,W4.1.-soz.u.gemeinn.Wohnb.-Baulückenbebauungen,nach 1945,POINT (16.293355084997394 48.19105851469468)
Erdbergstraße,12.0,3,,,,7.0,Wohnnutzung,W4.3.-soz.u.gemeinn.Wohnb.-Siedlungen in Zeilenbauweise,nach 1945,POINT (16.393823012700977 48.202124653223805)
Hohenfelsplatz,3.0,12,,,,4.0,Wohnnutzung,W4.3.-soz.u.gemeinn.Wohnb.-Siedlungen in Zeilenbauweise,nach 1945,POINT (16.317844779527512 48.173584188471345)
Liniengasse,50.0,6,,,,8.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,nach 1945,POINT (16.339974238644945 48.19134690865272)
Landgutgasse,45.0,10,,,,5.0,Wohnnutzung,W3.7.-Mieth.s.d.Gründerzeit-Eckhaus,Keine Angabe,POINT (16.37057248535969 48.18128447777579)
Jahngasse,19.0,5,,,,4.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.359980516270014 48.18447860113026)
Wagramer Straße,95.0,22,,1966.0,,0.0,keine Angabe,Keine Angabe,1946-1976,POINT (16.437766012965472 48.24486261235294)
Schwenkgasse,54.0,12,,,,3.0,Wohnnutzung,W4.3.-soz.u.gemeinn.Wohnb.-Siedlungen in Zeilenbauweise,nach 1945,POINT (16.319489048873194 48.17430938611542)
Murlingengasse,21.0,12,,,,0.0,keine Angabe,Keine Angabe,Keine Angabe,POINT (16.34226186404244 48.17706470688728)
Schuhmeierplatz,7.0,16,,,,4.0,öffentliche Einrichtung,5.-Bauten der Erziehung und Bildung,1848 -1918,POINT (16.318983540137385 48.210052335549506)
Haeckelstraße,19.0,23,,,,0.0,keine Angabe,Keine Angabe,1860-1883,POINT (16.277280625644547 48.13620042999277)
Lainzer Straße,22.0,13,,,,2.0,Wohnnutzung,"W5.2.-freist.1-,2-u.Mehrfamilienh.-freistehende Villen",1919 - 1945,POINT (16.29446444827535 48.18473954362318)
Geistingergasse,1.0,19,Karl-Marx-Hof,1927.0,Karl Ehn,4.0,Wohnnutzung,W4.2.-soz.u.gemeinn.Wohnb.-Hofbebauungen/Superblocks,1919-1945,POINT (16.362289273128795 48.245963679454405)
Diefenbachgasse,5.0,15,,,,0.0,Sonstige,Keine Angabe,Keine Angabe,POINT (16.335259147080848 48.18646750171924)
Maurer Lange Gasse,113.0,23,ehem. Gräflich Bredasches Landhaus,,,3.0,öffentliche Einrichtung,"W5.2.-freist.1-,2-u.Mehrfamilienh.-freistehende Villen",1848 -1918,POINT (16.26103213865084 48.14835452275482)
Barichgasse,11.0,3,,1881.0,,4.0,Wohnnutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,1860-1883,POINT (16.393017498435196 48.197180844530905)
Versorgungsheimstraße,10.0,13,,,,2.0,Wohnnutzung,"W4.4.-soz.u.gemeinn.Wohnb.-Siedlungen,1-,2-u.Mehrfamilienh.",1919 - 1945,POINT (16.28133639245791 48.17360280013604)
St.-Veit-Gasse,78.0,13,,,,3.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.28703127152429 48.1904083838657)
Turmburggasse,2.0,6,,,,8.0,Wohnnutzung,W4.1.-soz.u.gemeinn.Wohnb.-Baulückenbebauungen,nach 1945,POINT (16.352864799957672 48.1923560563749)
Schöffelgasse,50.0,18,,,,1.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.326533622038184 48.23243566864726)
Lustkandlgasse,37.0,9,,1897.0,Rohleder Franz Xaver und Mandeltort (Manhardt) Hugo,5.0,Wohnnutzung,W3.3.-Mieth.s.d.Gründerzeit-Doppeltrakter mit Verbindungstr.,1884-1918,POINT (16.35149764369754 48.22855421313293)
Pulverturmgasse,17.0,9,,1889.0,Bauer Theodor,,Wohnnutzung,W3.7.-Mieth.s.d.Gründerzeit-Eckhaus,1884-1918,POINT (16.351449433785742 48.2289250086952)
Grimmgasse,12.0,15,,,,0.0,öffentliche Einrichtung,5.-Bauten der Erziehung und Bildung,nach 1945,POINT (16.32802845275162 48.18802143335421)
Rupertusplatz,4.0,17,Pfarrhof,,,1.0,betriebliche Nutzung,"W1.3.-bäuerl.dom.Baustrukt.-Pfarr-u.Leseh.,schloßart.Bauten",1781-1848,POINT (16.29901250209481 48.22945944918425)
Afrikanergasse,7.0,2,,,,6.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,nach 1945,POINT (16.387911539729842 48.21744939255249)
Hoffmeistergasse,1.0,12,,,,0.0,keine Angabe,Keine Angabe,Keine Angabe,POINT (16.334388686452655 48.17627857547731)
Gumpendorfer Straße,81.0,6,,,,4.0,Wohnnutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,1848 -1918,POINT (16.350379897532253 48.19394891476929)
Aichholzgasse,28.0,12,,,,0.0,keine Angabe,Keine Angabe,Keine Angabe,POINT (16.324136425185845 48.179855574421694)
Margaretengürtel,70.0,5,,,,6.0,Wohnnutzung,W4.3.-soz.u.gemeinn.Wohnb.-Siedlungen in Zeilenbauweise,nach 1945,POINT (16.355856570101558 48.18049824616963)
Hadikgasse,104.0,14,,1897.0,Joh. Ev. Hattey,4.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1884-1918,POINT (16.298019469696197 48.18950324452344)
Hohenstaufengasse,4.0,1,,1880.0,Förster Emil,5.0,betriebliche Nutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,1860-1883,POINT (16.366734792845467 48.213230081584)
Linzer Straße,78.0,14,,,,2.0,Wohnnutzung,W1.2.-bäuerl.dom.Baustrukt.-Zwerchh.u.Gassenfrontenhaus,1860-1883,POINT (16.305453872460067 48.193951909621134)
Arndtstraße,40.0,12,,,,6.0,Wohnnutzung,W4.2.-soz.u.gemeinn.Wohnb.-Hofbebauungen/Superblocks,nach 1945,POINT (16.338226942152296 48.18464608191462)
Braunschweiggasse,22.0,13,,,,2.0,Wohnnutzung,"W5.2.-freist.1-,2-u.Mehrfamilienh.-freistehende Villen",1919 - 1945,POINT (16.29501337304644 48.18864982832645)
Aichholzgasse,42.0,12,,,,2.0,Wohnnutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,1848 -1918,POINT (16.32379903841973 48.17817847449379)
Gumpendorfer Straße,95.0,6,Marchetti-Haus,1803.0,Adelpoldinger,3.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1781-1848,POINT (16.348811953960947 48.19233346218117)
Schopenhauerstraße,78.0,18,,,,4.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.336752566638914 48.22572337268516)
Lorenz-Mandl-Gasse,32.0,16,,,,6.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,nach 1945,POINT (16.306743701831643 48.20987251216771)
Obere Donaustraße,69.0,2,,,,5.0,Wohnnutzung,W3.7.-Mieth.s.d.Gründerzeit-Eckhaus,1848 -1918,POINT (16.37439237133408 48.2165402571302)
Högelmüllergasse,2.0,5,,,,5.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.355201395441583 48.18513672041028)
Budinskygasse,26.0,19,,1905.0,,,keine Angabe,Keine Angabe,1884-1918,POINT (16.33687692246556 48.24384642471085)
Pötzleinsdorfer Straße,93.0,18,,1864.0,,1.0,Wohnnutzung,Keine Angabe,1860-1883,POINT (16.307527873461048 48.24316784287822)
Faistauergasse,123.0,13,,1928.0,Karl Schartelmüller,2.0,Wohnnutzung,"W4.4.-soz.u.gemeinn.Wohnb.-Siedlungen,1-,2-u.Mehrfamilienh.",1919-1945,POINT (16.275575034672297 48.17623862561923)
Steingasse,23.0,3,,,,2.0,Wohnnutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,vor 1848,POINT (16.39428364498638 48.19333470136878)
Erdberger Lände,30.0,3,,,,1.0,betriebliche Nutzung,12.-Gewerbebetriebe,nach 1945,POINT (16.403691742543618 48.20119792093923)
Getreidemarkt,9.0,6,,,,5.0,öffentliche Einrichtung,5.-Bauten der Erziehung und Bildung,nach 1945,POINT (16.363105249566633 48.20095335416954)
Penzinger Straße,138.0,14,,,,4.0,Wohnnutzung,W4.2.-soz.u.gemeinn.Wohnb.-Hofbebauungen/Superblocks,1919 - 1945,POINT (16.294730726330688 48.191249495319745)
Reimersgasse,10.0,19,,,,1.0,Wohnnutzung,W4.3.-soz.u.gemeinn.Wohnb.-Siedlungen in Zeilenbauweise,nach 1945,POINT (16.353533977551493 48.25159019746223)
Sulzweg,3.0,19,,,,2.0,Wohnnutzung,"W5.1.-freist.1-,2-u.Mehrfamilienh.-Villen in Randbebauung",1919-1945,POINT (16.292287720438825 48.2523366929954)
Gentzgasse,14.0,18,,,,5.0,Wohnnutzung,W4.1.-soz.u.gemeinn.Wohnb.-Baulückenbebauungen,nach 1945,POINT (16.34693077300764 48.2286923285784)
Fleschgasse,22.0,13,,,,0.0,Sonstige,8.-Gartenanlagen,Keine Angabe,POINT (16.290094970434435 48.18923612248152)
Schleifgasse,4.0,21,,,,3.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.40102165658215 48.259636638768896)
Baumgasse,33.0,3,Rabenhof (bis 1934 Friedrich Austerlitz-Hof),1927.0,,5.0,Wohnnutzung,W4.2.-soz.u.gemeinn.Wohnb.-Hofbebauungen/Superblocks,1919-1945,POINT (16.399747727708217 48.19545457246509)
Mariahilfer Straße,105.0,6,Hahnhof,,Karl Justus Schmidt,6.0,Wohnnutzung,"W3.4.-Mieth.s.d.Gründerzeit-Doppeltrakter,zweihüft. Hoftrakt",1884-1918,POINT (16.345046492389606 48.196666579705415)
Heinestraße,27.0,2,,,,4.0,Wohnnutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,1848 -1918,POINT (16.386787384969438 48.22020918803776)
Löwelstraße,12.0,1,,1875.0,Liechtenstein´sches Baubüro und Hoenig,5.0,betriebliche Nutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1860-1883,POINT (16.36238532157719 48.210268612375074)
Leopoldauer Platz,25.0,21,,,,3.0,Wohnnutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,1848 -1918,POINT (16.4419790294124 48.26383921163343)
Ottakringer Straße,188.0,16,,,,7.0,Wohnnutzung,W4.2.-soz.u.gemeinn.Wohnb.-Hofbebauungen/Superblocks,nach 1945,POINT (16.31266586402508 48.21370183518703)
Schumanngasse,34.0,18,,,,5.0,Wohnnutzung,W4.1.-soz.u.gemeinn.Wohnb.-Baulückenbebauungen,nach 1945,POINT (16.338370820591848 48.22127567755781)
Parkgasse,14.0,3,,,,0.0,öffentliche Einrichtung,5.-Bauten der Erziehung und Bildung,nach 1945,POINT (16.394943772349873 48.20377272400841)
Ketzergasse,60.0,23,,,,1.0,Sonstige,W1.2.-bäuerl.dom.Baustrukt.-Zwerchh.u.Gassenfrontenhaus,1848 -1918,POINT (16.31091931979035 48.12752642508435)
Puffergasse,1.0,21,,,,7.0,Wohnnutzung,W4.2.-soz.u.gemeinn.Wohnb.-Hofbebauungen/Superblocks,nach 1945,POINT (16.391080127674517 48.258087894425465)
Rankgasse,26.0,16,,,,4.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.306419382527974 48.21090116287867)
Jedlersdorfer Platz,1.0,21,,,,1.0,Sonstige,W1.2.-bäuerl.dom.Baustrukt.-Zwerchh.u.Gassenfrontenhaus,vor 1848,POINT (16.408036537810577 48.281607430787474)
Argentinierstraße,38.0,4,,1861.0,,4.0,Wohnnutzung,W2.1.-Bürgerhaus-kleine Haustypen ohne Hof,1860-1883,POINT (16.374996804159974 48.19123680127864)
Billrothstraße,75.0,19,,,,4.0,Wohnnutzung,W4.1.-soz.u.gemeinn.Wohnb.-Baulückenbebauungen,nach 1945,POINT (16.344452402905144 48.244364491902715)
Leopoldauer Platz,74.0,21,,,,1.0,Wohnnutzung,W1.2.-bäuerl.dom.Baustrukt.-Zwerchh.u.Gassenfrontenhaus,1848 -1918,POINT (16.441919030365597 48.263221798235925)
Meravigliagasse,6.0,6,,,,6.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,Keine Angabe,POINT (16.339385187386828 48.1901655738537)
Messerschmidtgasse,12.0,18,,,,3.0,Wohnnutzung,W4.3.-soz.u.gemeinn.Wohnb.-Siedlungen in Zeilenbauweise,nach 1945,POINT (16.321490628742904 48.23258955007318)
Lorenz-Mandl-Gasse,63.0,16,,1886.0,"Ferdinand L. Baldia, Stadtbaumeister, 1160 Wien",4.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1884-1918,POINT (16.30746629858189 48.212881104959514)
Wiesberggasse,10.0,16,,,,5.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,nach 1945,POINT (16.307027925973973 48.20953407974781)
Castelligasse,5.0,5,,,,3.0,Wohnnutzung,W2.3.-Bürgerhaus-Haus mit mittig liegendem Hof,vor 1848,POINT (16.35894675182729 48.18932860271311)
Löwenherzgasse,12.0,3,,,,4.0,Wohnnutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,1848 -1918,POINT (16.399515611495065 48.20007515591921)
Buchfeldgasse,16.0,8,,,,5.0,Sonstige,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1781-1848,POINT (16.35311738895068 48.21145898852146)
Hainburger Straße,64.0,3,,1900.0,Kühnel Wendelin,5.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1884-1918,POINT (16.39987483864896 48.19740495569952)
Roseggergasse,44.0,16,,,,4.0,Wohnnutzung,W4.1.-soz.u.gemeinn.Wohnb.-Baulückenbebauungen,nach 1945,POINT (16.309687068373865 48.21357303536465)
Landstraßer Gürtel,43.0,3,,,,6.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,nach 1945,POINT (16.38985440778005 48.188341737036254)
Schwarzhorngasse,6.0,5,,,,4.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.353720591266406 48.18749202001707)
Schwalbengasse,14.0,3,,,,3.0,betriebliche Nutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,1848 -1918,POINT (16.397953309665528 48.20101049342198)
Stuweckengasse,7.0,13,Siedl. OSTMARK Hietzing,1913.0,Schmid Heinrich und Aichinger Hermann,2.0,Wohnnutzung,"W4.4.-soz.u.gemeinn.Wohnb.-Siedlungen,1-,2-u.Mehrfamilienh.",1884-1918,POINT (16.295093042812375 48.17291955982674)
Zahnradbahnstraße,45.0,19,,,,1.0,Wohnnutzung,"W5.1.-freist.1-,2-u.Mehrfamilienh.-Villen in Randbebauung",nach 1945,POINT (16.355894719459684 48.258358777431255)
Stiftgasse,10.0,7,Zum heiligen Vinzenz,,,3.0,Wohnnutzung,W2.3.-Bürgerhaus-Haus mit mittig liegendem Hof,1741-1780,POINT (16.35432644633231 48.203383880159386)
Neustiftgasse,57.0,7,,1906.0,Wolschner Karl und Diedtel Rupert,5.0,Wohnnutzung,W3.3.-Mieth.s.d.Gründerzeit-Doppeltrakter mit Verbindungstr.,1884-1918,POINT (16.34954030380202 48.205286875091886)
Ameisgasse,7.0,14,,,,3.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.29911580143676 48.18979390485789)
Dr.-Heinrich-Maier-Straße,35.0,18,,1909.0,Fischl Karl,0.0,keine Angabe,Keine Angabe,1884-1918,POINT (16.30296474400053 48.24532012024646)
Brechergasse,12.0,19,,,,1.0,Wohnnutzung,"W5.1.-freist.1-,2-u.Mehrfamilienh.-Villen in Randbebauung",nach 1945,POINT (16.32087878028781 48.25088696893715)
Erbpostgasse,3.0,21,,,,1.0,Wohnnutzung,W1.2.-bäuerl.dom.Baustrukt.-Zwerchh.u.Gassenfrontenhaus,1848 -1918,POINT (16.417481922494915 48.30157595842973)
Pramergasse,27.0,9,keine Angabe,1882.0,Endl Adolf,5.0,Wohnnutzung,W3.7.-Mieth.s.d.Gründerzeit-Eckhaus,1860-1883,POINT (16.36651941822746 48.22218620185499)
Lerchenfelder Straße,38.0,8,,1893.0,Richter Gustav Adolf,5.0,Wohnnutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,1884-1918,POINT (16.349839027479394 48.206490762706444)
Bandgasse,20.0,7,Zum Grünen Kranz,,,5.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,nach 1945,POINT (16.34614122302896 48.20247081245424)
Geusaugasse,3.0,3,,,,6.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,nach 1945,POINT (16.38915134889024 48.20652863720797)
Liebknechtgasse,36.0,16,,,,5.0,Wohnnutzung,W4.2.-soz.u.gemeinn.Wohnb.-Hofbebauungen/Superblocks,1919 - 1945,POINT (16.304582443405874 48.22279877582814)
Nordwestbahnstraße,17.0,2,,,,4.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.381834785325232 48.226776836180555)
Freundgasse,9.0,4,,1788.0,,3.0,Wohnnutzung,W2.1.-Bürgerhaus-kleine Haustypen ohne Hof,1781-1848,POINT (16.363521149180936 48.194544945366765)
Zirkusgasse,34.0,2,,,,5.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.384753484251448 48.216454683928355)
Margaretengürtel,66.0,5,,,,6.0,Wohnnutzung,W4.3.-soz.u.gemeinn.Wohnb.-Siedlungen in Zeilenbauweise,nach 1945,POINT (16.356737716755205 48.18071563864879)
Andergasse,38.0,17,,,,2.0,Wohnnutzung,"W4.4.-soz.u.gemeinn.Wohnb.-Siedlungen,1-,2-u.Mehrfamilienh.",nach 1945,POINT (16.291698164343828 48.22592370078639)
Margaretengürtel,72.0,5,,,,6.0,Wohnnutzung,W4.3.-soz.u.gemeinn.Wohnb.-Siedlungen in Zeilenbauweise,nach 1945,POINT (16.35533577065046 48.18052504433898)
Esterhazygasse,14.0,6,,,,4.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.351558054437284 48.19532580782268)
Pezzlgasse,60.0,17,,,,4.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.329838065603578 48.2207263124407)
Rußpekgasse,2.0,13,,,,3.0,Wohnnutzung,"W5.1.-freist.1-,2-u.Mehrfamilienh.-Villen in Randbebauung",nach 1945,POINT (16.257592890966375 48.19659791930897)
Mitterwurzergasse,13.0,19,,,,1.0,Sonstige,Keine Angabe,1919 - 1945,POINT (16.30662111970658 48.25226149528868)
Treustraße,22.0,20,,,,5.0,Sonstige,6.-Bauten der öffentlichen und privaten Wirtschaft,1919-1945,POINT (16.36684493005225 48.22864358764631)
Linzer Straße,272.0,14,,,,3.0,Wohnnutzung,W3.2.-Mieth.s.d.Gründerzeit-Seitenflügelhaus,1848 -1918,POINT (16.278035461284738 48.19629233633717)
Lascygasse,24.0,17,,,,4.0,Wohnnutzung,W4.2.-soz.u.gemeinn.Wohnb.-Hofbebauungen/Superblocks,nach 1945,POINT (16.30827938693804 48.224362298619724)
Petrusgasse,15.0,3,Marianne-Hainisch-Hof,,,5.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1919 - 1945,POINT (16.399091807475777 48.19278304121407)
Burggasse,42.0,7,,1891.0,Schöne Ludwig,4.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1884-1918,POINT (16.35013337193125 48.20441068439144)
Einsiedeleigasse,63.0,13,,,Amlacher & Sauer,2.0,Wohnnutzung,"W5.1.-freist.1-,2-u.Mehrfamilienh.-Villen in Randbebauung",1919-1945,POINT (16.264756473468566 48.18213766593462)
Postgasse,8.0,1,"Hauptpost, ehem. Barbarakloster",1573.0,,4.0,betriebliche Nutzung,2.-Bauten des Kultus,Vor 1683,POINT (16.379140948665786 48.20947674858554)
Hermanngasse,30.0,7,,1825.0,,3.0,Wohnnutzung,Keine Angabe,1781-1848,POINT (16.347418970502016 48.20302737495438)
Fichtnergasse,4.0,13,,,,3.0,Wohnnutzung,"W5.2.-freist.1-,2-u.Mehrfamilienh.-freistehende Villen",1884-1918,POINT (16.287690427051093 48.18400546702507)
Salzergasse,21.0,9,Zum blauen Einhorn,,,6.0,Wohnnutzung,W4.1.-soz.u.gemeinn.Wohnb.-Baulückenbebauungen,nach 1945,POINT (16.356832263445096 48.227156644200576)
Felbigergasse,48.0,14,,,,5.0,Wohnnutzung,W4.1.-soz.u.gemeinn.Wohnb.-Baulückenbebauungen,nach 1945,POINT (16.291481806560775 48.195822962450194)
Korntheuergasse,3.0,19,,,,4.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,1848 -1918,POINT (16.362873528933726 48.2444874074665)
Töpfelgasse,8.0,14,,1879.0,Carl Schlimp,2.0,Wohnnutzung,"W5.1.-freist.1-,2-u.Mehrfamilienh.-Villen in Randbebauung",1860-1883,POINT (16.309209382265585 48.19047462290783)
Hofzeile,10.0,19,,,,5.0,Wohnnutzung,W4.1.-soz.u.gemeinn.Wohnb.-Baulückenbebauungen,nach 1945,POINT (16.350671100514 48.24193167214775)
Marinelligasse,11.0,2,,,,7.0,Wohnnutzung,W3.1.-Mieth.s.d.Gründerzeit-Straßentrakter,nach 1945,POINT (16.38737683879165 48.225479300105675)
Wallgasse,26.0,6,,,,5.0,Wohnnutzung,W3.7.-Mieth.s.d.Gründerzeit-Eckhaus,1848 -1918,POINT (16.33997464530934 48.19318836548524)
