addr_street,addr_number,addr_building,addr_letter,addr_district,comm_type,comm_num,comm_room_num,data_series,data_buildingdate,data_reconstructiondate,data_buildingarea,data_livingarea,data_nonolivingarea,data_stairs,data_storeys,data_residents,data_mansardarea,eng_heatingcentral,eng_heatingauto,eng_heatingfire,eng_hotwater,eng_hotwatergas,eng_hotwaterwood,eng_electro,eng_gascentral,eng_gasnoncentral,eng_refusechute,flat_type,flat_num,flat_room_num,internal_num,lift_exploitfromdate,lift_reconstructiondate,lift_repairdate,outclean_all,param_crdate,param_ukname,param_failure,repair_year,repair_job,rfc_shaftcount,roof_metalarea,seng_liftcount,seng_pzu,special_basementarea,number,address,coordinates
Кондратьевский пр.,54,,А,Калининский,7 комн.,5,185,1-330-3,1963,,4834.5,4554.4,93.2,2,5,307,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,,,,1,,,,809.0,21.10.2013,ООО «Жилкомсервис № 3 Калининского района»,0.0,,,,,,2,981.3,39,"г.Санкт-Петербург, Кондратьевский проспект, дом 54, литера А","59.975547263,30.390576658"
Солидарности пр.,29,,Т,Невский,7 комн.,31,259,447С-54,1971,,7121.9,5892.6,571.2,2,9,426,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,1,,,,2,1972,2016,,18673.0,21.10.2013,"ООО ""Жилкомсервис № 1 Невского района""",0.0,2007; 2007; 2007; 2013; 2016; 2017,Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов (с заменой крупных узлов); Разные работы,2,,2,2,646.0,40,"г.Санкт-Петербург, проспект Солидарности, дом 29, литера Т","59.912284695,30.498282646"
Маршала Блюхера пр.,12,,ВО ,Калининский,2 комн.,1,2,индив.,1995,,2930.7,2603.7,,4,5,187,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,1,"1 комн., 2 комн., 3 комн., 4 комн.","10, 29, 4, 6","10, 58, 12, 24",,,,,,21.10.2013,ООО «Жилкомсервис № 3 Калининского района»,0.0,,,4,,,4,648.0,41,"г.Санкт-Петербург, проспект Маршала Блюхера, дом 12, литера ВО","59.981926189,30.380546264"
Мончегорская ул.,10б,,А,Петроградский,"3 комн., 4 комн., 5 комн., 6 комн.","2, 4, 7, 1","6, 16, 35, 6",Индивидуальный,1911,,4241.7,3242.8,463.6,6,4,147,856.8,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн.","3, 7, 4, 3, 3, 1","3, 14, 12, 12, 15, 6",,2003г.,,,185.0,21.10.2013,"ООО ""Жилкомсервис № 2 Петроградского района""",0.0,2002; 2002; 2003; 2003; 2005; 2007; 2007; 2008; 2018; 2019,АВКР; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Ремонт или замена системы газоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Разные работы; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы электроснабжения,,1421.3,2,6,443.7,42,"г.Санкт-Петербург, Мончегорская улица, дом 10б, литера А","59.957624893,30.293610837"
1-я Советская ул.,10,,А,Центральный,"2 комн., 3 комн., 4 комн., 5 комн., 6 комн.","1, 5, 1, 1, 2","2, 15, 4, 5, 12",Индивидуальный,1901,,3379.27,2695.19,227.08,4,6,116,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","3, 16, 12","3, 32, 36",4,2005,,,952.0,21.10.2013,"ООО ""Жилкомсервис № 3 Центрального района""",0.0,,,,1383.0,1,4,,43,"г.Санкт-Петербург, 1-я Советская улица, дом 10, литера А","59.931694705,30.364946676"
Королева пр.,44,3,А,Приморский,3 комн.,2,6,504,1988,,10028.5,8768.5,,4,10,509,,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,"1 комн., 2 комн., 3 комн., 4 комн., 5 комн.","20, 55, 57, 1, 20","20, 110, 171, 4, 100",,1988,,,4926.0,21.10.2013,"ТСЖ "" Королева  44-3""",0.0,2008,Ремонт конструкций и замена покрытий крыш,4,,4,4,1161.0,44,"г.Санкт-Петербург, проспект Королёва, дом 44, корпус 3, литера А","60.021231858,30.251450062"
Курляндская ул.,32,,А,Адмиралтейский,"2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.","3, 14, 12, 17, 6, 2","6, 42, 48, 85, 36, 14",Индивидуальный,1917,1957,10311.5,8378.1,920.5,6,6,509,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 4 комн.","5, 19, 3","10, 57, 12",9,"1960, 1961, 1981, 1988, 1985, 1985","2011-1шт., 2014-4шт.",2010-1шт.,358.0,21.10.2013,"ООО ""СТИЛЕС""",0.0,,,,2628.0,6,6,,45,"г.Санкт-Петербург, Курляндская улица, дом 32, литера А","59.911222543,30.278601851"
Бабушкина ул.,36,,А,Невский,"2 комн., 3 комн.","1, 3","2, 9",1-528 КП-37,1964,,8472.07,6822.87,963.2,8,5,332,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","45, 67, 38","45, 134, 114",3,,,,4534.0,21.10.2013,"ООО ""Жилкомсервис № 2 Невского района""",0.0,,,,,,8,1118.0,46,"г.Санкт-Петербург, улица Бабушкина, дом 36, литера А","59.88113094,30.438870089"
Лиговский пр.,93,,А,Центральный,"3 комн., 4 комн., 5 комн., 6 комн.","3, 4, 2, 3","9, 16, 10, 18",Индивидуальный,1860,1968,4540.0,3188.89,867.11,6,5,158,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн.","2, 5, 12, 5","2, 10, 36, 20",13,,,,680.0,21.10.2013,"ООО ""Жилкомсервис № 2 Центрального района""",0.0,,,,1581.0,,6,623.0,47,"г.Санкт-Петербург, Лиговский проспект, дом 93, литера А","59.923260077,30.3550942"
Моховая ул.,37,,А,Центральный,"4 комн., 7 комн.","1, 2","4, 42",Индивидуальный,1798,1959,2315.1,1125.1,961.0,2,4,75,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"2 комн., 5 комн.","2, 1","4, 5",3,,,,529.0,21.10.2013,"ООО ""Жилкомсервис № 1 Центрального района""",0.0,,,,1035.0,,2,,48,"г.Санкт-Петербург, Моховая улица, дом 37, литера А","59.940224698,30.344830133"
Астраханская ул.,23/24,,А,Выборгский,"2 комн., 3 комн.","2, 2","4, 6",индивидуальный,1901,1965,1850.6,1525.4,146.7,1,5,101,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","5, 20, 6","5, 40, 18",,,,,715.3,21.10.2013,"ООО ""Жилкомсервис № 1 Выборгского района""",0.0,2006; 2007; 2008,Ремонт фасадов без утепления; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы холодного водоснабжения,,709.0,0.0,2,468.5,49,"г.Санкт-Петербург, Астраханская улица, дом 23/24, литера А","59.959751117,30.343013231"
Ленинский пр.,116,,А,Кировский,"2 комн., 3 комн.","5, 3","10, 9",индивидуальный,1958,,7950.72,5551.32,1580.0,8,5,221,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн.","3, 47, 29, 1","3, 94, 87, 4",,,,,4098.0,25.03.2013,"ООО ""ЦЕНТРАЛЬНЫЙ""",0.0,2011; 2012; 2012; 2018; 2018,Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения,,2552.0,,8,1678.7,50,"г.Санкт-Петербург, Ленинский проспект, дом 116, литера А","59.852322242,30.247826436"
Седова ул.,77/28,,А,Невский,"2 комн., 3 комн.","4, 6","8, 18",Типовой,1957,,6069.0,4666.01,385.9,4,5,198,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","15, 35, 18","15, 70, 54",3,,,,1447.0,27.12.2012,"ООО ""Жилкомсервис № 2 Невского района""",0.0,,,,,,4,1457.0,51,"г.Санкт-Петербург, улица Седова, дом 77/28, литера А","59.87258933,30.437221746"
5-й Предпортовый проезд,6,2,А,Московский,3 комн.,1,3,137,1978,,15859.1,13337.0,,4,12,616,,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,"1 комн., 2 комн., 3 комн.","38, 120, 83","38, 240, 249",,1980 г.,2014,,8897.0,27.12.2012,"ООО ""УО ""Профсервис""",0.0,,,4,,6,4,1508.0,52,"г.Санкт-Петербург, 5-й Предпортовый проезд, дом 6, корпус 2, литера А","59.838207899,30.314792275"
2-й Рабфаковский пер.,17,4,А,Невский,"5 комн., 6 комн.","12, 12","60, 72",1-532КП-1,1961,,3230.7,3005.9,,3,5,74,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"5 комн., 6 комн.","3, 3","15, 18",,,,,,27.12.2012,"ООО ""УК Евротракт""",0.0,,,,1010.0,,3,553.0,53,"г.Санкт-Петербург, 2-й Рабфаковский переулок, дом 17, корпус 4, литера А","59.85293257,30.472534177"
